sample.id	cluster.id	cluster.name		
ACKL	31	Human_France_Sboulardiisolates
ACKM	31	Human_France_Sboulardiisolates
ACKN	43	Human_EuropeSouthAmerica
ACKP	31	Human_France_Sboulardiisolates
ACKQ	31	Human_France_Sboulardiisolates
ACKR	37	Mantou_clust7_Fermentation
ACKS	51	MixedOrigins_ClinicalBakery
ACKT	31	Human_France_Sboulardiisolates
ACKV	34	Dairy_frenchCheese_Camembert
ACLA	51	MixedOrigins_ClinicalBakery
ACLB	33	Tree_MediterraneanOak
ACLC	33	Tree_MediterraneanOak
ACLD	33	Tree_MediterraneanOak
ACLG	30	Human
ACLH	89	Wine_European
ACLI	81	Sake
ACLK	81	Sake
ACLL	81	Sake
ACLM	81	Sake
ACLN	81	Sake
ACLP	81	Sake
ACLQ	81	Sake
ACLR	81	Sake
ACLS	81	Sake
ACLT	81	Sake
ACLV	81	Sake
ACMB	81	Sake
ACMC	81	Sake
ACMD	81	Sake
ACME	81	Sake
ACMF	81	Sake
ACMG	36	Mosaic_region_uncharacterized_clust2
ACMH	81	Sake
ACMI	81	Sake
ACMK	81	Sake
ACML	81	Sake
ACMM	81	Sake
ACMN	81	Sake
ACMP	25	Tree_EcuadorBrazil
ACMQ	25	Tree_EcuadorBrazil
ACMS	75	Tree_NorthCarolina
ACMT	27	BrazilianBioethanol_Cachaca
ACNB	39	BrazilianBioethanol
ACNC	27	BrazilianBioethanol_Cachaca
ACNE	39	BrazilianBioethanol
ACNF	39	BrazilianBioethanol
ACNG	27	BrazilianBioethanol_Cachaca
ACNH	27	BrazilianBioethanol_Cachaca
ACNI	27	BrazilianBioethanol_Cachaca
ACNK	27	BrazilianBioethanol_Cachaca
ACNL	39	BrazilianBioethanol
ACNM	27	BrazilianBioethanol_Cachaca
ACNN	39	BrazilianBioethanol
ACNP	27	BrazilianBioethanol_Cachaca
ACNQ	27	BrazilianBioethanol_Cachaca
ACNR	27	BrazilianBioethanol_Cachaca
ACNS	39	BrazilianBioethanol
ACNT	39	BrazilianBioethanol
ACNV	27	BrazilianBioethanol_Cachaca
ACPA	14	Tree_SouthAmerica
ACPB	89	Wine_European
ACPC	43	Human_EuropeSouthAmerica
ACPD	8	Beer_European_clust2
ACPE	89	Wine_European
ACPF	89	Wine_European
ACPG	68	Alpechin(oliveoil)
ACPI	62	Tree_mexican_agave
ACPK	62	Tree_mexican_agave
ACPL	62	Tree_mexican_agave
ACPM	62	Tree_mexican_agave
ACPN	62	Tree_mexican_agave
ACPQ	62	Tree_mexican_agave
ACPR	62	Tree_mexican_agave
ACPS	26	African_PalmWine_NigeriaGhana
ACPT	26	African_PalmWine_NigeriaGhana
ACQA	26	African_PalmWine_NigeriaGhana
ACQB	26	African_PalmWine_NigeriaGhana
ACQC	5	WestAfricanCocoa
ACQD	5	WestAfricanCocoa
ACQE	5	WestAfricanCocoa
ACQF	5	WestAfricanCocoa
ACQG	5	WestAfricanCocoa
ACQH	5	WestAfricanCocoa
ACQI	5	WestAfricanCocoa
ACQK	5	WestAfricanCocoa
ACQL	5	WestAfricanCocoa
ACQM	5	WestAfricanCocoa
ACQN	5	WestAfricanCocoa
ACQP	5	WestAfricanCocoa
ACQQ	81	Sake
ACQR	81	Sake
ACQS	14	Tree_SouthAmerica
ACQT	89	Wine_European
ACQV	89	Wine_European
ACRA	89	Wine_European
ACRB	89	Wine_European
ACRC	89	Wine_European
ACRD	89	Wine_European
ACRE	43	Human_EuropeSouthAmerica
ACRG	89	Wine_European
ACRH	89	Wine_European
ACRI	89	Wine_European
ACRK	89	Wine_European
ACRL	89	Wine_European
BAAA	89	Wine_European
BAAB	89	Wine_European
BAAC	89	Wine_European
BAAD	89	Wine_European
BAAE	17	Human_Italy_Clinical
BAAF	89	Wine_European
BAAG	81	Sake
BAAH	89	Wine_European
BAAI	17	Human_Italy_Clinical
BAAJ	26	African_PalmWine_NigeriaGhana
BAAK	18	Tree_Malaysia
BAAL	18	Tree_Malaysia
BAAM	3	Wild_America
BAAN	25	Tree_EcuadorBrazil
BAAP	72	Wine_closetoY55
BAAQ	17	Human_Italy_Clinical
BAAR	17	Human_Italy_Clinical
BAAS	17	Human_Italy_Clinical
BABT	64	Tree_PennsylvaniaOak
BABU	64	Tree_PennsylvaniaOak
BABV	17	Human_Italy_Clinical
BABW	83	MixedOrigins_clust4
CAAA	27	BrazilianBioethanol_Cachaca
CAAB	25	Tree_EcuadorBrazil
CAAC	25	Tree_EcuadorBrazil
CAAD	25	Tree_EcuadorBrazil
CAAE	25	Tree_EcuadorBrazil
CAAF	25	Tree_EcuadorBrazil
CAAG	25	Tree_EcuadorBrazil
CAAH	27	BrazilianBioethanol_Cachaca
CAAI	75	Tree_NorthCarolina
CAAJ	14	Tree_SouthAmerica
CAAK	14	Tree_SouthAmerica
CAAL	25	Tree_EcuadorBrazil
CAAM	25	Tree_EcuadorBrazil
CAAN	25	Tree_EcuadorBrazil
CAAP	25	Tree_EcuadorBrazil
CAAQ	25	Tree_EcuadorBrazil
CAAT	75	Tree_NorthCarolina
CAAU	25	Tree_EcuadorBrazil
CAAV	14	Tree_SouthAmerica
CAAW	25	Tree_EcuadorBrazil
CAAX	14	Tree_SouthAmerica
CAAY	25	Tree_EcuadorBrazil
CAAZ	25	Tree_EcuadorBrazil
CABA	27	BrazilianBioethanol_Cachaca
CABB	25	Tree_EcuadorBrazil
CABC	25	Tree_EcuadorBrazil
DAAA	44	Wine_European_clust2
DAAB	44	Wine_European_clust2
DAAC	9	Beer_European_Wheat_Germany
DAAD	9	Beer_European_Wheat_Germany
DAAE	1	Beer_European_BelgiumGermany
DAAF	9	Beer_European_Wheat_Germany
DAAG	9	Beer_European_Wheat_Germany
DAAH	7	Beer_European_BelgiumGermany_clust2
DAAI	7	Beer_European_BelgiumGermany_clust2
DAAJ	7	Beer_European_BelgiumGermany_clust2
DAAK	7	Beer_European_BelgiumGermany_clust2
DAAL	7	Beer_European_BelgiumGermany_clust2
DAAM	7	Beer_European_BelgiumGermany_clust2
DAAN	7	Beer_European_BelgiumGermany_clust2
DAAP	66	Beer_AleUK
DAAQ	66	Beer_AleUK
DAAR	77	Beer_clust3
DAAS	66	Beer_AleUK
DAAT	16	Beer_UK_USA
DAAU	13	Beer_European_UK
DAAV	13	Beer_European_UK
DAAW	13	Beer_European_UK
DAAX	13	Beer_European_UK
DAAY	83	MixedOrigins_clust4
DAAZ	19	MixedOrigins
DABA	65	MixedOrigins_clust2
DABB	51	MixedOrigins_ClinicalBakery
DABC	81	Sake
DABD	81	Sake
DABE	81	Sake
DABF	81	Sake
DABG	85	Asian_fermentation
DABH	85	Asian_fermentation
DABI	85	Asian_fermentation
DABJ	85	Asian_fermentation
DABK	59	Asian_Islands
DABL	18	Tree_Malaysia
DABM	84	Taiwanese_SoilHubaiNantou
DABN	81	Sake
EAAA	89	Wine_European
EAAB	89	Wine_European
EAAC	89	Wine_European
EAAD	89	Wine_European
EAAE	89	Wine_European
EAAF	89	Wine_European
EAAG	89	Wine_European
EAAH	89	Wine_European
EAAI	89	Wine_European
EAAJ	89	Wine_European
EAAK	89	Wine_European
EAAL	89	Wine_European
EAAM	89	Wine_European
EAAN	89	Wine_European
EAAP	89	Wine_European
EAAQ	89	Wine_European
EAAR	89	Wine_European
EAAS	89	Wine_European
EAAT	89	Wine_European
EAAU	89	Wine_European
EAAV	89	Wine_European
EAAW	89	Wine_European
EAAX	78	CHN_VIII_tree
EAAY	40	Wine_AustraliaNZFranceGeorgia
EAAZ	89	Wine_European
EABA	89	Wine_European
EABB	89	Wine_European
EABC	89	Wine_European
EABD	89	Wine_European
EABE	89	Wine_European
EABF	40	Wine_AustraliaNZFranceGeorgia
EABG	89	Wine_European
EABH	89	Wine_European
EABI	89	Wine_European
EABJ	89	Wine_European
EABK	89	Wine_European
EABL	89	Wine_European
EABM	89	Wine_European
EABN	89	Wine_European
EABP	89	Wine_European
EABQ	89	Wine_European
EABR	89	Wine_European
EABS	89	Wine_European
EABT	89	Wine_European
EABU	89	Wine_European
EABV	89	Wine_European
EABW	38	Wine
EABX	89	Wine_European
EABY	89	Wine_European
EABZ	89	Wine_European
EACA	89	Wine_European
EACB	89	Wine_European
FAAA	44	Wine_European_clust2
FAAB	89	Wine_European
FAAC	89	Wine_European
FAAD	89	Wine_European
FAAE	89	Wine_European
FAAF	44	Wine_European_clust2
FAAG	44	Wine_European_clust2
FAAH	44	Wine_European_clust2
FAAI	89	Wine_European
FAAJ	8	Beer_European_clust2
FAAK	83	MixedOrigins_clust4
FAAL	44	Wine_European_clust2
FAAM	44	Wine_European_clust2
FAAN	89	Wine_European
FAAQ	44	Wine_European_clust2
FAAR	89	Wine_European
FAAS	89	Wine_European
FAAU	89	Wine_European
FAAV	40	Wine_AustraliaNZFranceGeorgia
FAAW	89	Wine_European
FAAX	40	Wine_AustraliaNZFranceGeorgia
FAAY	90	Wine_PdM
FAAZ	17	Human_Italy_Clinical
FABA	17	Human_Italy_Clinical
FABB	49	MixedOrigins_BakeryMosaicMauri
FABC	89	Wine_European
FABD	89	Wine_European
FABF	89	Wine_European
FABG	81	Sake
FABH	40	Wine_AustraliaNZFranceGeorgia
FABI	89	Wine_European
FABJ	90	Wine_PdM
FABK	40	Wine_AustraliaNZFranceGeorgia
FABL	89	Wine_European
FABM	89	Wine_European
FABN	26	African_PalmWine_NigeriaGhana
FABP	8	Beer_European_clust2
FABR	90	Wine_PdM
FABS	90	Wine_PdM
FABT	40	Wine_AustraliaNZFranceGeorgia
FABU	89	Wine_European
FABW	89	Wine_European
FABY	90	Wine_PdM
FABZ	44	Wine_European_clust2
FACA	38	Wine
FACB	89	Wine_European
FACC	89	Wine_European
FACD	89	Wine_European
FACE	89	Wine_European
FACF	38	Wine
FACG	24	Wine_European_clust3
FACH	89	Wine_European
FACI	89	Wine_European
FACJ	89	Wine_European
FACK	89	Wine_European
FACL	83	MixedOrigins_clust4
FACM	89	Wine_European
FACN	89	Wine_European
FACP	38	Wine
FACQ	89	Wine_European
FACR	90	Wine_PdM
FACX	90	Wine_PdM
FACY	90	Wine_PdM
FACZ	90	Wine_PdM
FADA	90	Wine_PdM
FADB	89	Wine_European
FADC	90	Wine_PdM
FADD	90	Wine_PdM
FADE	90	Wine_PdM
FADF	89	Wine_European
FADG	40	Wine_AustraliaNZFranceGeorgia
FADH	90	Wine_PdM
FADI	89	Wine_European
FADJ	40	Wine_AustraliaNZFranceGeorgia
FADK	89	Wine_European
FADL	40	Wine_AustraliaNZFranceGeorgia
FADM	40	Wine_AustraliaNZFranceGeorgia
FADN	89	Wine_European
FADP	89	Wine_European
FADQ	51	MixedOrigins_ClinicalBakery
FADR	89	Wine_European
FADS	89	Wine_European
FADT	43	Human_EuropeSouthAmerica
FADU	89	Wine_European
FADV	89	Wine_European
FADW	40	Wine_AustraliaNZFranceGeorgia
FADX	89	Wine_European
FADY	40	Wine_AustraliaNZFranceGeorgia
FADZ	40	Wine_AustraliaNZFranceGeorgia
FAEA	40	Wine_AustraliaNZFranceGeorgia
FAEB	40	Wine_AustraliaNZFranceGeorgia
FAEC	89	Wine_European
FAED	89	Wine_European
FAEE	40	Wine_AustraliaNZFranceGeorgia
FAEF	90	Wine_PdM
FAEG	90	Wine_PdM
FAEH	41	closetoS288C
FAEI	89	Wine_European
FAEJ	43	Human_EuropeSouthAmerica
FAEK	89	Wine_European
FAEL	89	Wine_European
FAEM	17	Human_Italy_Clinical
FAEN	90	Wine_PdM
FAEQ	31	Human_France_Sboulardiisolates
FAER	44	Wine_European_clust2
FAES	17	Human_Italy_Clinical
FAET	90	Wine_PdM
FAEU	8	Beer_European_clust2
FAEV	90	Wine_PdM
FAEW	44	Wine_European_clust2
FAEX	44	Wine_European_clust2
FAEY	89	Wine_European
FAEZ	90	Wine_PdM
FAFA	89	Wine_European
FAFB	89	Wine_European
FAFC	17	Human_Italy_Clinical
FAFD	90	Wine_PdM
FAFE	24	Wine_European_clust3
FAFF	89	Wine_European
FAFG	24	Wine_European_clust3
FAFH	89	Wine_European
FAFI	89	Wine_European
FAFJ	89	Wine_European
FAFK	90	Wine_PdM
FAFL	89	Wine_European
FAFM	90	Wine_PdM
FAFN	38	Wine
FAFP	90	Wine_PdM
FAFQ	44	Wine_European_clust2
FAFR	89	Wine_European
FAFS	90	Wine_PdM
FAFT	24	Wine_European_clust3
FAFU	89	Wine_European
FAFV	89	Wine_European
FAFW	89	Wine_European
FAFX	89	Wine_European
FAFY	40	Wine_AustraliaNZFranceGeorgia
FAFZ	40	Wine_AustraliaNZFranceGeorgia
FAGA	40	Wine_AustraliaNZFranceGeorgia
FAGB	40	Wine_AustraliaNZFranceGeorgia
FAGC	40	Wine_AustraliaNZFranceGeorgia
FAGD	17	Human_Italy_Clinical
FAGE	89	Wine_European
FAGF	65	MixedOrigins_clust2
FAGG	89	Wine_European
FAGH	89	Wine_European
FAGI	44	Wine_European_clust2
FAGJ	90	Wine_PdM
FAGK	24	Wine_European_clust3
FAGL	90	Wine_PdM
FAGM	90	Wine_PdM
FAGN	90	Wine_PdM
FAGP	89	Wine_European
FAGQ	89	Wine_European
FAGR	89	Wine_European
FAGS	17	Human_Italy_Clinical
FAGT	90	Wine_PdM
FAGU	90	Wine_PdM
FAGV	90	Wine_PdM
FAGW	90	Wine_PdM
FAGX	89	Wine_European
FAGY	40	Wine_AustraliaNZFranceGeorgia
FAGZ	38	Wine
FAHA	40	Wine_AustraliaNZFranceGeorgia
FAHB	89	Wine_European
FAHC	24	Wine_European_clust3
FAHD	24	Wine_European_clust3
FAHE	90	Wine_PdM
FAHF	90	Wine_PdM
FAHG	38	Wine
FAHH	44	Wine_European_clust2
FAHI	90	Wine_PdM
FAHJ	51	MixedOrigins_ClinicalBakery
FAHK	89	Wine_European
FAHL	89	Wine_European
FAHM	24	Wine_European_clust3
FAHN	90	Wine_PdM
FAHP	40	Wine_AustraliaNZFranceGeorgia
FAHQ	83	MixedOrigins_clust4
FAHR	40	Wine_AustraliaNZFranceGeorgia
FAHS	89	Wine_European
FAHT	44	Wine_European_clust2
FAHU	89	Wine_European
FAHV	38	Wine
FAHW	89	Wine_European
FAHX	24	Wine_European_clust3
FAHY	41	closetoS288C
FAHZ	7	Beer_European_BelgiumGermany_clust2
FAIA	66	Beer_AleUK
FAIB	77	Beer_clust3
FAIC	66	Beer_AleUK
FAID	16	Beer_UK_USA
FAIE	13	Beer_European_UK
FAIF	13	Beer_European_UK
FAIG	13	Beer_European_UK
FAII	89	Wine_European
FAIJ	89	Wine_European
FAIK	24	Wine_European_clust3
GAAA	34	Dairy_frenchCheese_Camembert
GAAB	37	Mantou_clust7_Fermentation
GAAC	37	Mantou_clust7_Fermentation
GAAD	81	Sake
GAAE	37	Mantou_clust7_Fermentation
GAAF	37	Mantou_clust7_Fermentation
GAAG	37	Mantou_clust7_Fermentation
GAAH	37	Mantou_clust7_Fermentation
GAAI	34	Dairy_frenchCheese_Camembert
GAAJ	19	MixedOrigins
GAAK	19	MixedOrigins
GAAL	19	MixedOrigins
GAAM	21	AsianFermentation_Huangjiu(chineseRiceWine)_Ecuador
GAAN	58	Mantou_3
GAAP	42	Dairy_Tree
GAAQ	37	Mantou_clust7_Fermentation
GAAR	78	CHN_VIII_tree
GAAS	78	CHN_VIII_tree
GAAT	78	CHN_VIII_tree
GAAU	48	CHN_IV_ChinaFarEast
GAAV	48	CHN_IV_ChinaFarEast
GAAW	48	CHN_IV_ChinaFarEast
GAAX	48	CHN_IV_ChinaFarEast
GAAY	48	CHN_IV_ChinaFarEast
GAAZ	48	CHN_IV_ChinaFarEast
GABA	78	CHN_VIII_tree
GABB	48	CHN_IV_ChinaFarEast
GABC	48	CHN_IV_ChinaFarEast
GABD	48	CHN_IV_ChinaFarEast
GABE	48	CHN_IV_ChinaFarEast
GABF	48	CHN_IV_ChinaFarEast
GABG	48	CHN_IV_ChinaFarEast
GABH	48	CHN_IV_ChinaFarEast
GABI	48	CHN_IV_ChinaFarEast
GABJ	4	CHN_VI/VII_JapanChina
GABK	48	CHN_IV_ChinaFarEast
GABL	4	CHN_VI/VII_JapanChina
GABM	78	CHN_VIII_tree
GABN	48	CHN_IV_ChinaFarEast
GABP	4	CHN_VI/VII_JapanChina
GABQ	48	CHN_IV_ChinaFarEast
GABR	78	CHN_VIII_tree
GABS	36	Mosaic_region_uncharacterized_clust2
GABT	21	AsianFermentation_Huangjiu(chineseRiceWine)_Ecuador
GABU	21	AsianFermentation_Huangjiu(chineseRiceWine)_Ecuador
GABV	21	AsianFermentation_Huangjiu(chineseRiceWine)_Ecuador
GABW	65	MixedOrigins_clust2
GABX	56	Mantou_clust1
GABY	56	Mantou_clust1
GABZ	56	Mantou_clust1
GACA	56	Mantou_clust1
GACB	56	Mantou_clust1
GACC	21	AsianFermentation_Huangjiu(chineseRiceWine)_Ecuador
GACD	34	Dairy_frenchCheese_Camembert
GACE	58	Mantou_3
GACF	20	Mantou2_bread
GACG	20	Mantou2_bread
GACH	58	Mantou_3
GACI	88	Mantou_clust2_ChinaShandongShanxi
GACJ	37	Mantou_clust7_Fermentation
GACK	20	Mantou2_bread
GACL	20	Mantou2_bread
GACM	20	Mantou2_bread
GACN	58	Mantou_3
GACP	85	Asian_fermentation
GACQ	83	MixedOrigins_clust4
GACR	58	Mantou_3
GACS	22	Dairy_YakGoatCow
GACT	42	Dairy_Tree
GACU	4	CHN_VI/VII_JapanChina
GACV	46	CHN_I_FujianHainan
GACW	54	CHN_X
GACX	4	CHN_VI/VII_JapanChina
GACY	55	CHN_V_Tree
GACZ	55	CHN_V_Tree
GADA	55	CHN_V_Tree
GADB	46	CHN_I_FujianHainan
GADC	55	CHN_V_Tree
GADD	46	CHN_I_FujianHainan
GADE	46	CHN_I_FujianHainan
GADF	46	CHN_I_FujianHainan
GADG	54	CHN_X
GADH	58	Mantou_3
GADI	58	Mantou_3
GADJ	58	Mantou_3
GADK	58	Mantou_3
GADL	58	Mantou_3
GADM	54	CHN_X
GADN	54	CHN_X
GADP	29	Baijiu
GADQ	29	Baijiu
GADR	29	Baijiu
GADS	29	Baijiu
GADT	6	CHN_Baiju_fermentedSorghumGrain
GADU	6	CHN_Baiju_fermentedSorghumGrain
GADV	6	CHN_Baiju_fermentedSorghumGrain
GADW	6	CHN_Baiju_fermentedSorghumGrain
GADX	6	CHN_Baiju_fermentedSorghumGrain
GADY	6	CHN_Baiju_fermentedSorghumGrain
GADZ	4	CHN_VI/VII_JapanChina
GAEA	6	CHN_Baiju_fermentedSorghumGrain
GAEB	6	CHN_Baiju_fermentedSorghumGrain
GAEC	46	CHN_I_FujianHainan
GAED	45	CHN_II_Shaanxi
GAEE	4	CHN_VI/VII_JapanChina
GAEF	4	CHN_VI/VII_JapanChina
GAEG	45	CHN_II_Shaanxi
GAEH	45	CHN_II_Shaanxi
GAEI	45	CHN_II_Shaanxi
GAEJ	45	CHN_II_Shaanxi
GAEK	45	CHN_II_Shaanxi
GAEL	45	CHN_II_Shaanxi
GAEM	45	CHN_II_Shaanxi
GAEN	55	CHN_V_Tree
GAEP	58	Mantou_3
GAEQ	83	MixedOrigins_clust4
GAER	36	Mosaic_region_uncharacterized_clust2
GAES	58	Mantou_3
GAET	11	Mantou6_bread
GAEU	11	Mantou6_bread
GAEV	11	Mantou6_bread
GAEW	11	Mantou6_bread
GAEX	20	Mantou2_bread
GAEY	20	Mantou2_bread
GAEZ	58	Mantou_3
GAFA	58	Mantou_3
GAFB	56	Mantou_clust1
GAFC	58	Mantou_3
GAFD	22	Dairy_YakGoatCow
GAFE	89	Wine_European
GAFF	4	CHN_VI/VII_JapanChina
GAFG	37	Mantou_clust7_Fermentation
GAFH	4	CHN_VI/VII_JapanChina
GAFI	89	Wine_European
GAFJ	89	Wine_European
GAFK	4	CHN_VI/VII_JapanChina
GAFL	36	Mosaic_region_uncharacterized_clust2
GAFM	36	Mosaic_region_uncharacterized_clust2
GAFN	19	MixedOrigins
GAFP	84	Taiwanese_SoilHubaiNantou
GAFQ	84	Taiwanese_SoilHubaiNantou
GAFR	84	Taiwanese_SoilHubaiNantou
GAFS	84	Taiwanese_SoilHubaiNantou
GAFT	70	Asian_qingkejiu
GAFU	70	Asian_qingkejiu
GAFV	70	Asian_qingkejiu
GAFW	70	Asian_qingkejiu
GAFX	70	Asian_qingkejiu
GAFY	70	Asian_qingkejiu
GAFZ	36	Mosaic_region_uncharacterized_clust2
GAGA	4	CHN_VI/VII_JapanChina
GAGB	48	CHN_IV_ChinaFarEast
GAGC	4	CHN_VI/VII_JapanChina
GAGD	4	CHN_VI/VII_JapanChina
GAGE	4	CHN_VI/VII_JapanChina
GAGF	4	CHN_VI/VII_JapanChina
GAGG	55	CHN_V_Tree
GAGH	55	CHN_V_Tree
GAGI	37	Mantou_clust7_Fermentation
GAGJ	37	Mantou_clust7_Fermentation
GAGK	36	Mosaic_region_uncharacterized_clust2
GAGL	37	Mantou_clust7_Fermentation
GAGM	37	Mantou_clust7_Fermentation
GAGN	84	Taiwanese_SoilHubaiNantou
GAGP	54	CHN_X
GAGQ	84	Taiwanese_SoilHubaiNantou
GAGR	37	Mantou_clust7_Fermentation
GAGS	34	Dairy_frenchCheese_Camembert
GAGT	88	Mantou_clust2_ChinaShandongShanxi
GAGU	88	Mantou_clust2_ChinaShandongShanxi
GAGV	88	Mantou_clust2_ChinaShandongShanxi
GAGW	88	Mantou_clust2_ChinaShandongShanxi
GAGX	88	Mantou_clust2_ChinaShandongShanxi
GAGY	88	Mantou_clust2_ChinaShandongShanxi
GAGZ	37	Mantou_clust7_Fermentation
GAHA	37	Mantou_clust7_Fermentation
GAHB	37	Mantou_clust7_Fermentation
GAHC	37	Mantou_clust7_Fermentation
GAHD	37	Mantou_clust7_Fermentation
GAHE	22	Dairy_YakGoatCow
GAHF	83	MixedOrigins_clust4
GAHG	21	AsianFermentation_Huangjiu(chineseRiceWine)_Ecuador
GAHH	83	MixedOrigins_clust4
GAHI	21	AsianFermentation_Huangjiu(chineseRiceWine)_Ecuador
GAHJ	21	AsianFermentation_Huangjiu(chineseRiceWine)_Ecuador
GAHK	29	Baijiu
GAHL	37	Mantou_clust7_Fermentation
GAHM	29	Baijiu
GAHN	54	CHN_X
GAHP	22	Dairy_YakGoatCow
GAHQ	89	Wine_European
GAHR	89	Wine_European
GAHS	89	Wine_European
GAHT	36	Mosaic_region_uncharacterized_clust2
GAHU	58	Mantou_3
GAHV	36	Mosaic_region_uncharacterized_clust2
GAHW	58	Mantou_3
GAHX	36	Mosaic_region_uncharacterized_clust2
GAHY	35	Dairy_chineseYakMilk
GAHZ	36	Mosaic_region_uncharacterized_clust2
GAIA	35	Dairy_chineseYakMilk
GAIB	35	Dairy_chineseYakMilk
GAIC	36	Mosaic_region_uncharacterized_clust2
GAID	35	Dairy_chineseYakMilk
GAIE	36	Mosaic_region_uncharacterized_clust2
GAIF	36	Mosaic_region_uncharacterized_clust2
GAIG	58	Mantou_3
GAIH	36	Mosaic_region_uncharacterized_clust2
GAII	4	CHN_VI/VII_JapanChina
GAIJ	4	CHN_VI/VII_JapanChina
GAIK	4	CHN_VI/VII_JapanChina
GAIL	78	CHN_VIII_tree
GAIM	47	CHN_III_RottenWoodHainan
GAIN	47	CHN_III_RottenWoodHainan
GAIP	55	CHN_V_Tree
GAIQ	55	CHN_V_Tree
GAIR	55	CHN_V_Tree
GAIS	55	CHN_V_Tree
GAIT	55	CHN_V_Tree
GAIU	55	CHN_V_Tree
GAIV	47	CHN_III_RottenWoodHainan
GAIW	88	Mantou_clust2_ChinaShandongShanxi
GAIX	32	CHN_1_Hainan
GAIY	36	Mosaic_region_uncharacterized_clust2
GAIZ	32	CHN_1_Hainan
GAJA	21	AsianFermentation_Huangjiu(chineseRiceWine)_Ecuador
GAJB	46	CHN_I_FujianHainan
GAJC	32	CHN_1_Hainan
GAJD	11	Mantou6_bread
GAJE	46	CHN_I_FujianHainan
GAJF	37	Mantou_clust7_Fermentation
GAJG	46	CHN_I_FujianHainan
GAJH	47	CHN_III_RottenWoodHainan
GAJI	47	CHN_III_RottenWoodHainan
GAJJ	37	Mantou_clust7_Fermentation
GAJK	37	Mantou_clust7_Fermentation
GAJL	29	Baijiu
GAJM	29	Baijiu
GAJN	29	Baijiu
GAJP	54	CHN_X
GAJQ	89	Wine_European
GAJR	85	Asian_fermentation
GAJS	89	Wine_European
GAJT	4	CHN_VI/VII_JapanChina
GAJU	48	CHN_IV_ChinaFarEast
GAJV	58	Mantou_3
GAJW	58	Mantou_3
GAJX	58	Mantou_3
GAJY	36	Mosaic_region_uncharacterized_clust2
GAJZ	37	Mantou_clust7_Fermentation
GAKA	36	Mosaic_region_uncharacterized_clust2
GAKB	85	Asian_fermentation
GAKC	85	Asian_fermentation
GAKD	58	Mantou_3
GAKE	58	Mantou_3
GAKF	58	Mantou_3
GAKG	85	Asian_fermentation
GAKH	37	Mantou_clust7_Fermentation
GAKI	37	Mantou_clust7_Fermentation
GAKJ	37	Mantou_clust7_Fermentation
GAKK	11	Mantou6_bread
GAKL	37	Mantou_clust7_Fermentation
GAKM	37	Mantou_clust7_Fermentation
GAKN	37	Mantou_clust7_Fermentation
GAKP	37	Mantou_clust7_Fermentation
GAKQ	37	Mantou_clust7_Fermentation
HAAA	47	CHN_III_RottenWoodHainan
HAAB	45	CHN_II_Shaanxi
HAAC	3	Wild_America
HAAD	41	closetoS288C
HAAE	89	Wine_European
HAAF	89	Wine_European
HAAG	64	Tree_PennsylvaniaOak
HAAH	46	CHN_I_FujianHainan
HAAI	36	Mosaic_region_uncharacterized_clust2
HAAJ	27	BrazilianBioethanol_Cachaca
HAAK	21	AsianFermentation_Huangjiu(chineseRiceWine)_Ecuador
HAAL	23	African_PalmWine_Djibouti
HAAM	86	Human_FrenchGuiana
HAAN	51	MixedOrigins_ClinicalBakery
HAAP	84	Taiwanese_SoilHubaiNantou
HAAQ	81	Sake
HAAR	28	Beer_European_clust4
HAAS	61	Wild_Evolution_canyon_Israel
HAAT	39	BrazilianBioethanol
HAAU	82	Wild_Germany_Insect
HAAV	68	Alpechin(oliveoil)
HAAW	34	Dairy_frenchCheese_Camembert
IAAA	41	closetoS288C
IAAB	26	African_PalmWine_NigeriaGhana
IAAC	89	Wine_European
IAAD	26	African_PalmWine_NigeriaGhana
IAAE	85	Asian_fermentation
IAAF	64	Tree_PennsylvaniaOak
IAAG	18	Tree_Malaysia
JAAA	51	MixedOrigins_ClinicalBakery
JAAB	27	BrazilianBioethanol_Cachaca
JAAC	89	Wine_European
JAAD	44	Wine_European_clust2
JAAE	13	Beer_European_UK
JAAF	9	Beer_European_Wheat_Germany
JAAG	89	Wine_European
JAAH	43	Human_EuropeSouthAmerica
JAAI	89	Wine_European
KAAA	64	Tree_PennsylvaniaOak
KAAB	89	Wine_European
KAAC	26	African_PalmWine_NigeriaGhana
KAAD	89	Wine_European
KAAE	89	Wine_European
KAAF	89	Wine_European
KAAG	85	Asian_fermentation
KAAH	3	Wild_America
KAAI	25	Tree_EcuadorBrazil
KAAJ	18	Tree_Malaysia
KAAK	41	closetoS288C
KAAL	17	Human_Italy_Clinical
KAAM	89	Wine_European
KAAN	17	Human_Italy_Clinical
KAAO	89	Wine_European
KAAP	26	African_PalmWine_NigeriaGhana
KAAQ	89	Wine_European
KAAR	89	Wine_European
KAAS	72	Wine_closetoY55
LAAA	8	Beer_European_clust2
LAAB	4	CHN_VI/VII_JapanChina
LAAC	90	Wine_PdM
LAAD	43	Human_EuropeSouthAmerica
LAAE	8	Beer_European_clust2
LAAF	60	Kombucha
LAAG	60	Kombucha
LAAH	60	Kombucha
LAAI	44	Wine_European_clust2
LAAJ	89	Wine_European
LAAK	1	Beer_European_BelgiumGermany
LAAL	90	Wine_PdM
MAAA	83	MixedOrigins_clust4
